id,folder,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
avoanoa4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 4% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,avgduroa_snpo_oa4r_f1t1,,,
avoanoa5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,avgduroa_snpo_oa5r_f1t1,,,
avoanop,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with no oxygen desaturation threshold used and with or without arousal from type I polysomnography,,numeric,seconds,,avgduroa_snpo_oa0u_f1t1,,,
avoanop2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 2% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,avgduroa_snpo_oa2u_f1t1,,,
avoanop3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 3% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,avgduroa_snpo_oa3u_f1t1,,,
avoanop4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 4% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,avgduroa_snpo_oa4u_f1t1,,,
avoanop5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,avgduroa_snpo_oa5u_f1t1,,,
avoarba,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with no oxygen desaturation threshold used only with arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpb_oa0o_f1t1,,,
avoarba2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 2% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpb_oa2r_f1t1,,,
avoarba3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 3% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpb_oa3r_f1t1,,,
avoarba4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 4% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpb_oa4r_f1t1,,,
avoarba5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpb_oa5r_f1t1,,,
avoarbp,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with no oxygen desaturation threshold used and with or without arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpb_oa0u_f1t1,,,
avoarbp2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 2% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpb_oa2u_f1t1,,,
avoarbp3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 3% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpb_oa3u_f1t1,,,
avoarbp4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 4% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpb_oa4u_f1t1,,,
avoarbp5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpb_oa5u_f1t1,,,
avoaroa,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with no oxygen desaturation threshold used only with arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpo_oa0o_f1t1,,,
avoaroa2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 2% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpo_oa2r_f1t1,,,
avoaroa3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 3% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpo_oa3r_f1t1,,,
avoaroa4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 4% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpo_oa4r_f1t1,,,
avoaroa5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpo_oa5r_f1t1,,,
avoarop,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with no oxygen desaturation threshold used and with or without arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpo_oa0u_f1t1,,,
avoarop2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 2% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpo_oa2u_f1t1,,,
avoarop3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 3% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpo_oa3u_f1t1,,,
avoarop4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 4% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpo_oa4u_f1t1,,,
avoarop5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Average duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,avgduroa_srpo_oa5u_f1t1,,,
cntdur,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Total duration of central apnea in NREM sleep from type I polysomnography,,numeric,minutes,,ttldurca_sn_f1t1,,,
cntdurbp,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Total duration of central apnea in NREM sleep in supine position from type I polysomnography,,numeric,minutes,,ttldurca_snpb_f1t1,,,
cntdurop,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Total duration of central apnea in NREM sleep in non-supine position from type I polysomnography,,numeric,minutes,,ttldurca_snpo_f1t1,,,
crtdurbp,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Total duration of central apnea in REM sleep in supine position from type I polysomnography,,numeric,minutes,,ttldurca_srpb_f1t1,,,
crtdurop,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Total duration of central apnea in REM sleep in non-supine position from type I polysomnography,,numeric,minutes,,ttldurca_srpo_f1t1,,,
ctdur,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Total duration of central apnea from type I polysomnography,,numeric,minutes,,ttldurca_f1t1,,,
hntdur,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Total duration of hypopnea in NREM sleep from type I polysomnography,,numeric,minutes,,ttldurhp_sn_f1t1,,,
hntdurbp,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Total duration of hypopnea in NREM sleep in supine position from type I polysomnography,,numeric,minutes,,ttldurhp_snpb_f1t1,,,
hntdurop,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Total duration of hypopnea in NREM sleep in non-supine position from type I polysomnography,,numeric,minutes,,ttldurhp_snpo_f1t1,,,
hrtdur,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Total duration of apnea and hypopnea in REM sleep from type I polysomnography,,numeric,minutes,,ttldurah_sr_f1t1,,,
hrtdurop,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Total duration of hypopnea in REM sleep in non-supine position from type I polysomnography,,numeric,minutes,,ttldurhp_srpo_f1t1,,,
htdur,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Total duration of hypopnea from type I polysomnography,Total duration of hypopnea (entire recording),numeric,minutes,,ttldurhp_sc_f1t1,,,
mncanba,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in supine position : central apneas with no oxygen desaturation threshold used only with arousal from type I polysomnography,,numeric,seconds,,mindurca_snpb_ca0o_f1t1,,,
mncanba2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in supine position : central apneas with >= 2% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_snpb_ca2r_f1t1,,,
mncanba3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in supine position : central apneas with >= 3% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_snpb_ca3r_f1t1,,,
mncanba4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in supine position : central apneas with >= 4% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_snpb_ca4r_f1t1,,,
mncanba5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in supine position : central apneas with >= 5% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_snpb_ca5r_f1t1,,,
mncanbp,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in supine position : central apneas with no oxygen desaturation threshold used and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_snpb_ca0u_f1t1,,,
mncanbp2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in supine position : central apneas with >= 2% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_snpb_ca2u_f1t1,,,
mncanbp3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in supine position : central apneas with >= 3% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_snpb_ca3u_f1t1,,,
mncanbp4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in supine position : central apneas with >= 4% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_snpb_ca4u_f1t1,,,
mncanbp5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in supine position : central apneas with >= 5% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_snpb_ca5u_f1t1,,,
mncanoa,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in non-supine position : central apneas with no oxygen desaturation threshold used only with arousal from type I polysomnography,,numeric,seconds,,mindurca_snpo_ca0o_f1t1,,,
mncanoa2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in non-supine position : central apneas with >= 2% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_snpo_ca2r_f1t1,,,
mncanoa3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in non-supine position : central apneas with >= 3% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_snpo_ca3r_f1t1,,,
mncanoa4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in non-supine position : central apneas with >= 4% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_snpo_ca4r_f1t1,,,
mncanoa5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in non-supine position : central apneas with >= 5% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_snpo_ca5r_f1t1,,,
mncanop,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in non-supine position : central apneas with no oxygen desaturation threshold used and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_snpo_ca0u_f1t1,,,
mncanop2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in non-supine position : central apneas with >= 2% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_snpo_ca2u_f1t1,,,
mncanop3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in non-supine position : central apneas with >= 3% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_snpo_ca3u_f1t1,,,
mncanop4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in non-supine position : central apneas with >= 4% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_snpo_ca4u_f1t1,,,
mncanop5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in NREM sleep in non-supine position : central apneas with >= 5% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_snpo_ca5u_f1t1,,,
mncarba,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in supine position : central apneas with no oxygen desaturation threshold used only with arousal from type I polysomnography,,numeric,seconds,,mindurca_srpb_ca0o_f1t1,,,
mncarba2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in supine position : central apneas with >= 2% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_srpb_ca2r_f1t1,,,
mncarba3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in supine position : central apneas with >= 3% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_srpb_ca3r_f1t1,,,
mncarba4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in supine position : central apneas with >= 4% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_srpb_ca4r_f1t1,,,
mncarba5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in supine position : central apneas with >= 5% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_srpb_ca5r_f1t1,,,
mncarbp,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in supine position : central apneas with no oxygen desaturation threshold used and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_srpb_ca0u_f1t1,,,
mncarbp2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in supine position : central apneas with >= 2% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_srpb_ca2u_f1t1,,,
mncarbp3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in supine position : central apneas with >= 3% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_srpb_ca3u_f1t1,,,
mncarbp4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in supine position : central apneas with >= 4% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_srpb_ca4u_f1t1,,,
mncarbp5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in supine position : central apneas with >= 5% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_srpb_ca5u_f1t1,,,
mncaroa,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in non-supine position : central apneas with no oxygen desaturation threshold used only with arousal from type I polysomnography,,numeric,seconds,,mindurca_srpo_ca0o_f1t1,,,
mncaroa2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in non-supine position : central apneas with >= 2% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_srpo_ca2r_f1t1,,,
mncaroa3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in non-supine position : central apneas with >= 3% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_srpo_ca3r_f1t1,,,
mncaroa4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in non-supine position : central apneas with >= 4% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_srpo_ca4r_f1t1,,,
mncaroa5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in non-supine position : central apneas with >= 5% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurca_srpo_ca5r_f1t1,,,
mncarop,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in non-supine position : central apneas with no oxygen desaturation threshold used and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_srpo_ca0u_f1t1,,,
mncarop2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in non-supine position : central apneas with >= 2% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_srpo_ca2u_f1t1,,,
mncarop3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in non-supine position : central apneas with >= 3% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_srpo_ca3u_f1t1,,,
mncarop4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in non-supine position : central apneas with >= 4% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_srpo_ca4u_f1t1,,,
mncarop5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of central apnea in REM sleep in non-supine position : central apneas with >= 5% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurca_srpo_ca5u_f1t1,,,
mnhnba,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in supine position: Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with arousal only from type I polysomnography,,numeric,seconds,,mindurhp_snpb_hp3x0o_f1t1,,,
mnhnba2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 2% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpb_hp3x2r_f1t1,,,
mnhnba3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpb_hp3x3r_f1t1,,,
mnhnba4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpb_hp3x4r_f1t1,,,
mnhnba5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpb_hp3x5r_f1t1,,,
mnhnbp,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in supine position: Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpb_hp3x0u_f1t1,,,
mnhnbp2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 2% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpb_hp3x2u_f1t1,,,
mnhnbp3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpb_hp3x3u_f1t1,,,
mnhnbp4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpb_hp3x4u_f1t1,,,
mnhnbp5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpb_hp3x5u_f1t1,,,
mnhnoa,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with arousal only from type I polysomnography,,numeric,seconds,,mindurhp_snpo_hp3x0o_f1t1,,,
mnhnoa2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 2% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpo_hp3x2r_f1t1,,,
mnhnoa3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpo_hp3x3r_f1t1,,,
mnhnoa4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpo_hp3x4r_f1t1,,,
mnhnoa5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpo_hp3x5r_f1t1,,,
mnhnop,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpo_hp3x0u_f1t1,,,
mnhnop2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 2% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpo_hp3x2u_f1t1,,,
mnhnop3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpo_hp3x3u_f1t1,,,
mnhnop4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpo_hp3x4u_f1t1,,,
mnhnop5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_snpo_hp3x5u_f1t1,,,
mnhrba,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in supine position: Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with arousal only from type I polysomnography,,numeric,seconds,,mindurhp_srpb_hp3x0o_f1t1,,,
mnhrba2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 2% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpb_hp3x2r_f1t1,,,
mnhrba3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpb_hp3x3r_f1t1,,,
mnhrba4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpb_hp3x4r_f1t1,,,
mnhrba5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation or with arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpb_hp3x5r_f1t1,,,
mnhrbp,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in supine position: Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpb_hp3x0u_f1t1,,,
mnhrbp2,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 2% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpb_hp3x2u_f1t1,,,
mnhrbp3,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpb_hp3x3u_f1t1,,,
mnhrbp4,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpb_hp3x4u_f1t1,,,
mnhrbp5,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in supine position: Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation and with or without arousal from type I polysomnography,,numeric,seconds,,mindurhp_srpb_hp3x5u_f1t1,,,
mnhroa,Sleep Monitoring/Polysomnography/Respiratory Event Lengths,Minimum duration of hypopnea in REM sleep in non-supine position: Hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with arousal only from type I polysomnography,,numeric,seconds,,mindurhp_srpo_hp3x0r_f1t1,,,
